GID,COD_RECORRIDO,NRO_SERIE,MATERIAL,CAPACIDAD,POINT,DEMANDA_POBLACION,DEMANDA
13533,E_DU_RM_CL_05,25431,Metal,2400,"-34.89775042582153,-56.12291478904143",57.6543696803219,11.8935353819
13534,E_DU_RM_CL_05,8008281,Metal,2400,"-34.891403419286384,-56.10976429657609",55.9378399807971,12.2585049038
13535,E_DU_RM_CL_05,12609,Metal,2400,"-34.892030957756674,-56.11312833913232",161.342415602327,4.2500559023
13537,E_DU_RM_CL_05,8002574,Metal,2400,"-34.89263149256414,-56.114494658290766",65.0958949573806,10.5339097982
13538,E_DU_RM_CL_05,22893,Metal,2400,"-34.892436081175404,-56.11431895594366",51.3713699504822,13.3481798592
12590,D_DU_RM_CL_07,D_07_75,Metal,2400,"-34.87631100069759,-56.148579027568395",104.704297061796,6.5490558168
12591,D_DU_RM_CL_07,D_07_18,Metal,2400,"-34.87335261089784,-56.141450191201024",98.9567040921261,6.9294373939
12592,D_DU_RM_CL_07,D_07_19,Metal,2400,"-34.872966575383934,-56.1407353699151",84.9302286900842,8.0738542247
12593,E_DU_RM_CL_14,E_14_34,Metal,2400,"-34.88941472479069,-56.05248008125214",57.104437818392,12.0080734863
12594,E_DU_RM_CL_14,E_14_81,Metal,2400,"-34.896261703867246,-56.066342226638724",52.3760621025645,13.0921313705
12596,E_DU_RM_CL_14,E_14_103,Metal,2400,"-34.896215680326414,-56.06716563316527",59.4645114190413,11.5314877622
12597,E_DU_RM_CL_14,E_14_10,Metal,2400,"-34.89071392302462,-56.0607716318273",35.4177608298039,19.3607464066
12598,D_DU_RM_CL_07,D_07_10,Plastico,3200,"-34.87744283504367,-56.146376756062935",59.3872698651032,15.3953147933
12599,D_DU_RM_CL_07,D_07_92,Plastico,3200,"-34.866142231448165,-56.13426870740751",61.6001425701852,14.8422662049
12601,D_DU_RM_CL_07,D_07_82,Metal,2400,"-34.871742415057824,-56.140535122174036",166.873862920723,4.1091772775
12602,E_DU_RM_CL_14,E_14_11,Metal,2400,"-34.891701040428934,-56.06025864216777",87.376381347279,7.8478219759
12603,D_DU_RM_CL_07,D_07_76,Metal,2400,"-34.8759091179157,-56.14787399233572",124.729325610582,5.4976188026
12605,D_DU_RM_CL_07,D_07_44,Metal,2400,"-34.87519606367995,-56.14291472034938",155.39505557608,4.4127162423
12606,D_DU_RM_CL_07,D_07_24,Metal,2400,"-34.872623919243914,-56.13994991463465",86.4567946494717,7.931294336
12609,E_DU_RM_CL_14,E_14_100,Volúmen,0,"-34.89902556648002,-56.06637180549675",31.7879982313375,1
12610,D_DU_RM_CL_07,D_07_1,Metal,2400,"-34.87879882058568,-56.14835731323514",48.766911539511,14.0610562381
12612,D_DU_RM_CL_07,D_07_26,Metal,2400,"-34.87114195481624,-56.137709661101795",97.8733179647078,7.0061412035
12613,D_DU_RM_CL_03,D_03_27,Metal,2400,"-34.8551180107152,-56.15474283157116",62.5204291483351,10.9678435522
12615,D_DU_RM_CL_07,8008290,Metal,2400,"-34.86756349549272,-56.1351840717951",100.592836682493,6.8167307766
12617,D_DU_RM_CL_07,D_07_14,Metal,2400,"-34.87672155121533,-56.14433265291941",108.180846413095,6.3385923521
12618,D_DU_RM_CL_07,D_07_13,Plastico,3200,"-34.87598843784342,-56.14496626297002",137.028383220579,6.67223602
12620,D_DU_RM_CL_07,D_07_80,Volúmen,0,"-34.872839157160804,-56.14246480081479",82.0643163471269,1
12621,D_DU_RM_CL_07,D_07_15,Metal,2400,"-34.87466623050542,-56.1437298706184",100.217799336696,6.8422405027
12624,D_DU_RM_CL_07,D_07_22,Plastico,3200,"-34.87393882731835,-56.14028959076252",74.3452568643008,12.2978351659
12625,D_DU_RM_CL_07,D_07_4,Plastico,3200,"-34.878483966348426,-56.146978465668006",57.5095640964381,15.897976774
12627,D_DU_RM_CL_07,D_07_73,Metal,2400,"-34.876856016240254,-56.149500434089624",136.476883414712,5.024398774
12628,D_DU_RM_CL_07,D_07_74,Metal,2400,"-34.876674339508796,-56.14919249047127",122.302203988689,5.6067205933
12630,D_DU_RM_CL_07,D_07_21,Plastico,3200,"-34.87350608838946,-56.139459080535154",79.4031615715064,11.5144749427
12631,D_DU_RM_CL_07,D_07_77,Plastico,3200,"-34.87511937008572,-56.14647347910997",241.880538865658,3.7799060585
12634,D_DU_RM_CL_07,D_07_37,Metal,2400,"-34.869365754239716,-56.13533219549423",68.8788612404388,9.9553661801
12636,D_DU_RM_CL_07,D_07_79,Metal,2400,"-34.873360249566694,-56.143381535702574",91.6800457289215,7.4794278325
12637,D_DU_RM_CL_07,D_07_46,Metal,2400,"-34.87767078884571,-56.14724433601595",83.7274010269787,8.1898431971
12640,D_DU_RM_CL_07,D_07_84,Metal,2400,"-34.87066792574669,-56.138653667744535",122.508050260836,5.597299804
12642,D_DU_RM_CL_07,D_07_86,Metal,2400,"-34.86918536635994,-56.13717586150767",139.164665842036,4.9273591221
12643,D_DU_RM_CL_07,D_07_20,Metal,2400,"-34.873043826118405,-56.1398124238188",72.0613906036343,9.5156959916
12645,D_DU_RM_CL_07,D_07_38,Metal,2400,"-34.87025772941923,-56.13594243805944",137.173873287684,4.9988694587
12646,D_DU_RM_CL_07,D_07_29,Metal,2400,"-34.870339228799395,-56.136947932172724",102.279275503261,6.7043326455
12652,D_DU_RM_CL_07,D_07_32,Metal,2400,"-34.87180509790161,-56.13643208799866",176.782928984348,3.878848991
12654,D_DU_RM_CL_07,D_07_5,Metal,2400,"-34.877012135621804,-56.14786744998102",91.1159130681638,7.5257357647
12658,D_DU_RM_CL_03,D_03_25,Metal,2400,"-34.852867155250834,-56.16025657426223",54.9576837111385,12.4771322117
12659,D_DU_RM_CL_03,D_03_47,Metal,2400,"-34.849630194858285,-56.155522268970294",138.575942847486,4.9482924065
11528,C_DU_RM_CL_09,40370,Metal,2400,"-34.887515514119194,-56.186191389671336",10.1815628360041,67.3486277853
11461,C_DU_RM_CL_09,S/N 109,Plastico,3200,"-34.8879884564365,-56.188735999657126",21.0901535459423,43.3513066794
11522,C_DU_RM_CL_09,C_09_79,Metal,2400,"-34.88802849447858,-56.188408376893236",22.9935854573694,29.8219817429
11541,C_DU_RM_CL_09,2362,Metal,2400,"-34.88249180479896,-56.186398968993686",67.2258872176162,10.2001522642
12661,D_DU_RM_CL_03,D_03_26,Metal,2400,"-34.85442728093816,-56.15637259891186",102.293565744665,6.7033960614
12663,D_DU_RM_CL_03,D_03_53,Plastico,3200,"-34.84830501044317,-56.15277688810505",31.632562392787,28.9033086518
12664,D_DU_RM_CL_03,D_03_49,Metal,2400,"-34.84848420901927,-56.15506843189708",146.864939414714,4.6690128253
12665,D_DU_RM_CL_03,D_03_24,Metal,2400,"-34.85331689373484,-56.15952585557216",93.4877686997502,7.3348021378
12666,D_DU_RM_CL_03,D_03_35,Metal,2400,"-34.85040626788446,-56.15571246418738",174.852473257231,3.9216733566
12667,D_DU_RM_CL_03,D_03_34,Metal,2400,"-34.85155888852294,-56.15792221960905",100.871467936222,6.7979013267
12668,D_DU_RM_CL_03,D_03_4,Volúmen,0,"-34.855120045439406,-56.15256665879458",52.4409603995905,1
12669,D_DU_RM_CL_03,D_03_2,Metal,2400,"-34.85433640204378,-56.151638066751296",94.456350443561,7.2595890323
12672,D_DU_RM_CL_03,D_03_58,Metal,2400,"-34.85096457884419,-56.15278034581677",76.1909504657509,8.9999439766
12673,D_DU_RM_CL_03,D_03_64,Plastico,3200,"-34.85076521539536,-56.150847568333326",215.251807490724,4.2475170125
12675,D_DU_RM_CL_03,D_03_68,Metal,2400,"-34.85208787041314,-56.150029386512664",79.8727155709846,8.5850879216
12677,E_DU_RM_CL_14,E_14_18,Metal,2400,"-34.89214044887085,-56.06127463158994",57.8997407894075,11.8431322207
12678,D_DU_RM_CL_03,D_03_3,Volúmen,0,"-34.85511339490445,-56.152583663445675",52.0790535860015,1
12681,D_DU_RM_CL_03,D_03_83,Metal,2400,"-34.85148386636561,-56.14761342742722",40.6745645513934,16.8585525937
12685,D_DU_RM_CL_06,8008589,Metal,2400,"-34.866135041131564,-56.13919089793839",64.3061314703882,10.663280002
12686,D_DU_RM_CL_06,12351,Metal,2400,"-34.86626667021026,-56.13740622644574",89.92360170016,7.6255206948
12687,D_DU_RM_CL_06,19849,Metal,2400,"-34.868017422289526,-56.13887588266632",124.311772608118,5.5160848512
12688,D_DU_RM_CL_06,D_06_36,Metal,2400,"-34.86588247660072,-56.145571816135906",205.885123924687,3.3305674186
12689,D_DU_RM_CL_06,8008153,Metal,2400,"-34.86737742156518,-56.13763531960523",126.225634158356,5.4324487279
12692,D_DU_RM_CL_06,D_06_34,Plastico,3200,"-34.86843485265673,-56.1434099714981",185.9488978167,4.9168654669
12693,D_DU_RM_CL_06,D_06_32,Metal,2400,"-34.86937901687266,-56.142701946369314",235.098648264006,2.9167087551
12695,D_DU_RM_CL_06,s/n,Plastico,3200,"-34.86319684054198,-56.14194560167124",147.094367694031,6.2156405348
12696,D_DU_RM_CL_06,D_06_26,Plastico,3200,"-34.86895915638328,-56.14058491417189",222.99555675494,4.1000176308
12699,D_DU_RM_CL_06,D_06_57,Plastico,3200,"-34.86720199870423,-56.14215562964702",80.7653744912094,11.3202683705
12700,D_DU_RM_CL_06,D_06_25,Metal,2400,"-34.86990886375754,-56.13984084943079",109.257592540522,6.2761247962
12702,D_DU_RM_CL_06,D_06_60,Metal,2400,"-34.862732298973135,-56.147693947240874",378.255616813658,1.8128330558
12703,E_DU_RM_CL_14,E_14_13,Volúmen,0,"-34.89183487437616,-56.058891036818906",39.002606751517,1
12704,E_DU_RM_CL_14,E_14_12,Metal,2400,"-34.89254113326398,-56.05904278930973",29.1214298379582,23.5467245094
12705,D_DU_RM_CL_06,D_06_45,Metal,2400,"-34.86519011460908,-56.14842347342892",74.2684794206717,9.2329113382
12706,E_DU_RM_CL_14,E_14_32,Metal,2400,"-34.88710078996695,-56.05366075965313",86.2030268009468,7.9546427911
12708,E_DU_RM_CL_14,E_14_86,Volúmen,0,"-34.897346813977244,-56.06600650663858",71.8499970796943,1
12710,D_DU_RM_CL_06,D_06_63,Metal,2400,"-34.859169647911465,-56.143726815674114",17.004483951921,40.3254981247
12711,E_DU_RM_CL_14,E_14_6,Plastico,3200,"-34.89311077135122,-56.06589601994917",56.5358661399022,16.1717822103
12712,E_DU_RM_CL_14,E_14_2,Metal,2400,"-34.89335754202867,-56.06225105099455",78.5180765543962,8.7332027962
12713,E_DU_RM_CL_14,E_14_56,Metal,2400,"-34.88996841274384,-56.05950872968618",30.5812943810234,22.4226704459
12714,E_DU_RM_CL_14,E_14_82,Metal,2400,"-34.89639995569853,-56.06495982397267",41.662657388762,16.4587265598
12715,E_DU_RM_CL_14,E_14_92,Plastico,3200,"-34.896771214157624,-56.0630495043602",73.5981318560746,12.4226755656
12717,E_DU_RM_CL_15,E_15_5,Metal,2400,"-34.88710613073083,-56.06082667354455",12.9507447144705,52.9478652257
12718,D_DU_RM_CL_06,D_06_43,Metal,2400,"-34.86541081642916,-56.14646286626359",39.4717334951872,17.3722870772
12719,E_DU_RM_CL_16,E_16_22,Metal,2400,"-34.87049399151244,-56.05006370882824",42.1806926646623,16.2565914023
12720,E_DU_RM_CL_16,E_16_19,Plastico,3200,"-34.87398952872789,-56.04966243231789",73.6600271338466,12.412237001
12721,C_DU_RM_CL_01,26250,Metal,2400,"-34.86883298833984,-56.210211113287556",57.0759816942503,12.0140602993
12722,C_DU_RM_CL_01,C_01_92,Metal,2400,"-34.871457047510546,-56.21355463928267",54.9209407216309,12.4854796131
12724,E_DU_RM_CL_14,E_14_77,Metal,2400,"-34.88797141028703,-56.06384612390118",30.2547351256891,22.6646930758
12725,E_DU_RM_CL_14,E_14_70,Metal,2400,"-34.88948601753101,-56.07144206622739",51.7648432124097,13.2467181036
12727,E_DU_RM_CL_14,E_14_71,Metal,2400,"-34.88877463712749,-56.06895262898595",29.6561782389442,23.1221393461
12728,E_DU_RM_CL_14,E_14_69,Metal,2400,"-34.89001572331375,-56.07241881630447",24.9040963244338,27.5341966551
12729,E_DU_RM_CL_14,E_14_68,Metal,2400,"-34.88723027108373,-56.06484600788016",20.6794864460086,33.1591544841
12730,E_DU_RM_CL_14,E_14_75,Volúmen,0,"-34.88866578126636,-56.06530589538735",32.645049084543,1
12731,E_DU_RM_CL_14,E_14_63,Metal,2400,"-34.89040775196562,-56.066673671167095",25.7124554822418,26.6685648202
12732,E_DU_RM_CL_14,E_14_40,Metal,2400,"-34.88856629210479,-56.058743485583435",27.6943541841356,24.7600749653
12734,E_DU_RM_CL_14,E_14_47,Plastico,3200,"-34.88825095910555,-56.05743160594784",18.0683551380049,50.6014912427
12737,E_DU_RM_CL_14,E_14_50,Plastico,3200,"-34.88622485239,-56.055546153222885",45.6696197211015,20.019560484
12738,E_DU_RM_CL_14,E_14_48,Plastico,3200,"-34.88732645553434,-56.05695472252994",33.7488378124281,27.0908799695
12743,D_DU_RM_CL_06,D_06_38,Metal,2400,"-34.86798017549422,-56.14638161280627",51.5010942265973,13.3145576033
12744,D_DU_RM_CL_06,D_06_14,Metal,2400,"-34.86376169589916,-56.14021118585994",156.732143960593,4.375071178
12745,D_DU_RM_CL_06,D_06_15,Metal,2400,"-34.86448832795236,-56.139678490135964",60.2246996543797,11.3859311819
12746,D_DU_RM_CL_06,D_06_16,Metal,2400,"-34.8650801745403,-56.13921283304472",50.3439764001736,13.6205825353
12748,D_DU_RM_CL_06,D_06_18,Plastico,3200,"-34.86374899730977,-56.13841713019394",78.3246605054104,11.6730249245
12749,D_DU_RM_CL_06,22314,Metal,2400,"-34.86495508387093,-56.14192733856855",155.791946506938,4.4014745376
12750,D_DU_RM_CL_06,13018,Plastico,3200,"-34.86584500081772,-56.1402551460114",93.1948286634256,9.8104769052
12751,C_DU_RM_CL_01,C_01_98,Plastico,3200,"-34.8699356839176,-56.21267043804771",137.543541590877,6.6472456919
12752,E_DU_RM_CL_14,E_14_53,Metal,2400,"-34.88849956368775,-56.06160309522131",30.2150621100076,22.6944522973
12753,E_DU_RM_CL_14,E_14_62,Metal,2400,"-34.88915696155173,-56.061881583271145",21.2214854531137,32.3122661337
12755,E_DU_RM_CL_14,E_14_55,Metal,2400,"-34.888895621171066,-56.060059340086035",31.2710243704181,21.928104356
12758,E_DU_RM_CL_14,E_14_76,Plastico,3200,"-34.88913076354132,-56.064605496827056",46.7176246860687,19.5704666157
12759,E_DU_RM_CL_14,E_14_59,Plastico,3200,"-34.88993865821195,-56.06556057205125",45.1664358924957,20.2425915665
12760,E_DU_RM_CL_14,E_14_39,Volúmen,0,"-34.88859945847053,-56.05873412726512",29.1930639241105,1
12761,C_DU_RM_CL_01,28205,Metal,2400,"-34.87427951390493,-56.20084444183755",246.756946925044,2.7789056975
12762,G_DU_RM_CL_02,G_02_21,Metal,2400,"-34.841464736704076,-56.21653284635606",78.0590276305491,8.7845609474
12763,G_DU_RM_CL_02,G_02_8,Metal,2400,"-34.84771798866321,-56.20327197295127",112.602422331166,6.0896939117
12766,G_DU_RM_CL_02,G_02_2,Metal,2400,"-34.84979495988784,-56.1997087350586",52.2406423527313,13.1260691835
12769,G_DU_RM_CL_02,G_02_15,Volúmen,0,"-34.842449478304225,-56.20843779549928",35.5023243539547,1
12770,G_DU_RM_CL_02,G_02_12,Metal,2400,"-34.84864896754412,-56.204164627832114",83.6499967398765,8.1974215474
12771,G_DU_RM_CL_02,G_02_1,Plastico,3200,"-34.85055704330578,-56.19814093998676",72.0154419476989,12.6956898348
12772,G_DU_RM_CL_02,G_02_5,Volúmen,0,"-34.848059241768425,-56.205160566898456",87.6015670054551,1
12775,G_DU_RM_CL_02,G_02_3,Volúmen,0,"-34.848988910230275,-56.20053233518348",136.184867626297,1
12778,G_DU_RM_CL_02,G_02_30,Metal,2400,"-34.84270853472137,-56.2110035502238",197.273993926395,3.4759487151
12779,G_DU_RM_CL_02,G_02_22,Metal,2400,"-34.839746807716736,-56.214591456614336",85.6529049960839,8.0057329725
12782,G_DU_RM_CL_02,G_02_6,Metal,2400,"-34.847798458784744,-56.204723176324926",93.7709869838709,7.3126486963
12785,G_DU_RM_CL_02,G_02_37,Metal,2400,"-34.8434486555133,-56.21138408175224",158.419718662708,4.3284654935
12786,G_DU_RM_CL_02,G_02_28,Plastico,3200,"-34.84290253261008,-56.21209902281022",200.164407522285,4.5676737718
12791,E_DU_RM_CL_16,E_16_57,Metal,2400,"-34.880467640848266,-56.03623278613339",17.4158713299406,39.372953137
12792,E_DU_RM_CL_16,E_16_36,Metal,2400,"-34.86861435382721,-56.04694751218236",34.5127279719294,19.8684463967
12793,E_DU_RM_CL_16,E_16_68,Metal,2400,"-34.87963621083288,-56.048754887931636",51.1497445471306,13.406015842
12795,E_DU_RM_CL_16,E_16_9,Metal,2400,"-34.87577545263065,-56.0436844911634",30.6881898958864,22.344566038
12796,E_DU_RM_CL_16,E_16_54,Volúmen,0,"-34.88244641515704,-56.03918060563593",18.7033337274588,1
12797,E_DU_RM_CL_16,E_16_66,Metal,2400,"-34.88212429846656,-56.047198375947914",38.230378271303,17.9363719827
12798,G_DU_RM_CL_02,G_02_75,Metal,2400,"-34.84448843437885,-56.19401643806562",125.030382211817,5.4843812646
12799,G_DU_RM_CL_02,G_02_73,Metal,2400,"-34.84337873711355,-56.19562866489901",87.4430479675401,7.8418387928
12800,G_DU_RM_CL_02,G_02_72,Volúmen,0,"-34.842404859589024,-56.197069081408316",97.7349232967658,1
12801,G_DU_RM_CL_02,G_02_71,Metal,2400,"-34.842368149145855,-56.19848965022905",149.882367575549,4.5750163732
12802,G_DU_RM_CL_02,G_02_82,Metal,2400,"-34.84259128645673,-56.19482382202981",48.0625254755079,14.2671297218
12804,G_DU_RM_CL_02,G_02_41,Metal,2400,"-34.846252556050395,-56.2053152497887",220.029990218863,3.1164582839
12805,D_DU_RM_CL_06,D_06_23,Metal,2400,"-34.86898584123992,-56.13938000443505",124.272399236264,5.517832519
12806,D_DU_RM_CL_06,D_06_44,Metal,2400,"-34.86600434384015,-56.14751796163273",63.5688889253397,10.786947787
12807,C_DU_RM_CL_06,C_06_91,Metal,2400,"-34.871383257720254,-56.192767583513074",43.0287509934822,15.9361884759
12809,C_DU_RM_CL_06,C_06_88,Plastico,3200,"-34.86759079822896,-56.19331971764186",136.161373189189,6.7147216047
12810,G_DU_RM_CL_03,28365,Metal,2400,"-34.84380414001313,-56.20211568594739",67.0979221481814,10.2196053732
12812,E_DU_RM_CL_16,E_16_38,Metal,2400,"-34.870150500946316,-56.04650091779994",56.7424477618882,12.084679332
12813,E_DU_RM_CL_16,E_16_33,Metal,2400,"-34.870261745756466,-56.042298315479805",19.672188791467,34.8570407179
12814,E_DU_RM_CL_16,E_16_35,Metal,2400,"-34.8689508955882,-56.04531128488728",64.651783141805,10.6062702743
12815,G_DU_RM_CL_02,G_02_59,Metal,2400,"-34.850085393456155,-56.19726889347243",79.0897581289209,8.6700769093
12816,C_DU_RM_CL_06,C_06_95,Metal,2400,"-34.87062246930375,-56.19083575637592",63.4670560014919,10.8042554502
12820,E_DU_RM_CL_16,E_16_47,Metal,2400,"-34.87072373657251,-56.042520813384954",38.2851191885334,17.9107261581
12822,E_DU_RM_CL_16,E_16_52,Volúmen,0,"-34.88084833273109,-56.0400636501184",15.07516785713,1
12823,E_DU_RM_CL_16,E_16_56,Metal,2400,"-34.882187131428616,-56.037181146974696",58.7474175433805,11.6722455963
12825,E_DU_RM_CL_16,E_16_34,Metal,2400,"-34.86911901572766,-56.043755749264804",25.6870978902434,26.6948912892
12826,E_DU_RM_CL_16,E_16_51,Metal,2400,"-34.87887250655454,-56.04107141119892",45.8386051893623,14.9593183056
12827,E_DU_RM_CL_16,E_16_45,Metal,2400,"-34.871934125016125,-56.04256139598608",42.7721421743433,16.0317966521
12829,E_DU_RM_CL_16,E_16_2,Plastico,3200,"-34.87636945989661,-56.04746581773876",26.60147602929,34.3697362236
12832,C_DU_RM_CL_06,C_06_87,Metal,2400,"-34.86773162852878,-56.1945963697812",49.8073747389637,13.7673244034
12833,E_DU_RM_CL_16,E_16_16,Volúmen,0,"-34.87309223715147,-56.05071562620595",30.9221810776818,1
12834,E_DU_RM_CL_16,E_16_98,Metal,2400,"-34.87925563244128,-56.03936592302933",62.7442951097894,10.9287112799
12835,E_DU_RM_CL_16,E_16_67,Metal,2400,"-34.880763456387655,-56.0481638245465",41.3625915417775,16.5781267603
12837,G_DU_RM_CL_06,G_06_21,Metal,2400,"-34.803681938995666,-56.218777496469635",131.195782504689,5.2266488497
12838,G_DU_RM_CL_06,G_06_38,Metal,2400,"-34.80805743963726,-56.21100970348014",103.071506501616,6.6528016228
12839,G_DU_RM_CL_06,G_06_16,Metal,2400,"-34.80225154669551,-56.22140200621432",100.612667300541,6.8153872083
12840,G_DU_RM_CL_06,G_06_40,Metal,2400,"-34.8061926827717,-56.214195808869746",186.134087286402,3.6839801656
12841,G_DU_RM_CL_06,G_06_20,Metal,2400,"-34.803192027773406,-56.21954556843984",105.934168719596,6.473022765
12842,G_DU_RM_CL_06,G_06_31,Metal,2400,"-34.80858409406914,-56.21353857445804",100.58859481843,6.817018241
12843,G_DU_RM_CL_06,G_06_48,Metal,2400,"-34.805856573397,-56.21837944743815",43.7234398278776,15.6829903689
12844,G_DU_RM_CL_06,G_06_13,Metal,2400,"-34.80729686168397,-56.220981088197156",55.7704638934062,12.2952946388
12845,C_DU_RM_CL_06,C_06_50,Plastico,3200,"-34.862954980040726,-56.18672562655357",80.3645561873893,11.3767282203
12847,C_DU_RM_CL_06,C_06_56,Plastico,3200,"-34.865544390748,-56.186733831815296",78.2285419773961,11.6873674387
12848,C_DU_RM_CL_06,C_06_46,Metal,2400,"-34.866424944741915,-56.186538565759896",20.6837616479054,33.1523006979
12849,C_DU_RM_CL_06,C_06_59,Metal,2400,"-34.86885902355897,-56.18639684277906",27.0514916987082,25.3484833055
12851,C_DU_RM_CL_06,C_06_58,Plastico,3200,"-34.86777672291191,-56.18652738956897",61.6378782211145,14.8331795427
12852,C_DU_RM_CL_06,C_06_57,Metal,2400,"-34.86655190962294,-56.18664672267765",21.5295554083773,31.8499045943
12854,C_DU_RM_CL_06,C_06_55,Metal,2400,"-34.86506958083043,-56.186777554510336",47.4410457407311,14.4540297333
12855,C_DU_RM_CL_06,C_06_60,Metal,2400,"-34.86961148085306,-56.186287638426094",68.1705601978623,10.0588037376
12857,C_DU_RM_CL_06,C_06_51,Plastico,3200,"-34.86082895982803,-56.187043748591464",50.569515319489,18.0797800515
12858,G_DU_RM_CL_06,G_06_18,Metal,2400,"-34.800669309850235,-56.22073532784216",217.939941749583,3.1463451821
12859,G_DU_RM_CL_06,G_06_27,Metal,2400,"-34.80699323437746,-56.21107691248807",174.045304061787,3.9398608851
12860,G_DU_RM_CL_06,G_06_28,Metal,2400,"-34.80786076396664,-56.209551445373684",129.346440544991,5.3013773153
12862,G_DU_RM_CL_06,G_06_24,Metal,2400,"-34.804628738432335,-56.2152120117268",91.7856891751774,7.4708191645
12863,G_DU_RM_CL_06,G_06_19,Metal,2400,"-34.80205242316607,-56.22102492834004",130.245771170184,5.2647719734
12864,C_DU_RM_CL_04,C_04_41,Plastico,3200,"-34.85561261707356,-56.19663015177379",139.417337926953,6.5579054075
12865,C_DU_RM_CL_04,C_04_42,Metal,2400,"-34.85420743759049,-56.19696308502804",300.909370570796,2.2788066866
12867,G_DU_RM_CL_06,G_06_2,Metal,2400,"-34.815876121447054,-56.214800315204315",58.5738003745494,11.7068430139
12869,G_DU_RM_CL_06,G_06_47,Metal,2400,"-34.80592795930646,-56.219899112895746",49.8736354015525,13.7490335363
12870,G_DU_RM_CL_06,G_06_50,Metal,2400,"-34.807218620384084,-56.21600413955458",44.3401633915643,15.4648569889
12871,G_DU_RM_CL_06,G_06_42,Metal,2400,"-34.8056272806767,-56.21696385627281",62.0848011297728,11.0448011951
12873,G_DU_RM_CL_06,G_06_5,Metal,2400,"-34.81342862581505,-56.21880615800565",102.810422738825,6.6696961986
12875,G_DU_RM_CL_06,G_06_6,Volúmen,0,"-34.812469883724745,-56.22034270274342",137.878530933127,1
12876,G_DU_RM_CL_06,G_06_11,Metal,2400,"-34.80375303515913,-56.222223190819676",62.8084024973274,10.9175565442
12877,G_DU_RM_CL_06,G_06_44,Volúmen,0,"-34.80386115894931,-56.220044658952645",74.9022770738097,1
12878,D_DU_RM_CL_06,D_06_31,Metal,2400,"-34.870894889300786,-56.14283938822914",135.342524311872,5.0665102428
12879,D_DU_RM_CL_06,D_06_22,Metal,2400,"-34.86833927699543,-56.13975872937603",281.021159302831,2.4400806239
12880,D_DU_RM_CL_06,20047,Metal,2400,"-34.86748753281469,-56.1391768029185",84.495861097514,8.1153594603
12882,D_DU_RM_CL_06,25205,Plastico,3200,"-34.864642956632636,-56.14114287988563",109.634020286098,8.3394343462
12883,D_DU_RM_CL_06,19436,Metal,2400,"-34.86494295201471,-56.14592140018752",162.8947870685,4.2095532832
12884,D_DU_RM_CL_06,D_06_51,Plastico,3200,"-34.866581395494585,-56.142380885897374",101.96037734675,8.9670687583
12886,D_DU_RM_CL_06,D_06_48,Metal,2400,"-34.86496892493388,-56.14645649257112",178.14314650637,3.8492319192
12887,D_DU_RM_CL_06,D_06_46,Plastico,3200,"-34.863910286246,-56.1485132488895",344.743311223761,2.6520767322
12889,D_DU_RM_CL_06,D_06_64,Metal,2400,"-34.85962502161558,-56.14436753509475",31.908930480699,21.4897295329
12891,G_DU_RM_CL_06,G_06_51,Metal,2400,"-34.80732744443331,-56.21816104115094",102.20938104489,6.7089173098
12892,G_DU_RM_CL_06,G_06_33,Metal,2400,"-34.80759937069148,-56.21524933169886",47.9059661287023,14.3137554907
12893,G_DU_RM_CL_06,G_06_3,Volúmen,0,"-34.815406070483384,-56.21556326274927",163.393425404768,1
12894,G_DU_RM_CL_06,G_06_45,Metal,2400,"-34.80471186030643,-56.22058650655031",39.8265782436644,17.2175043891
12895,G_DU_RM_CL_06,G_06_12,Metal,2400,"-34.80478072967219,-56.2212126623812",50.0162961172269,13.7098173785
12896,G_DU_RM_CL_06,G_06_36,Metal,2400,"-34.80888487288499,-56.21150789888096",62.1229290308422,11.0380224566
12898,E_DU_RM_CL_16,E_16_64,Metal,2400,"-34.881051369840264,-56.04457704085023",45.6894861477256,15.0081417746
12899,E_DU_RM_CL_16,E_16_62,Metal,2400,"-34.88011428052436,-56.04189148574565",37.6452859908539,18.2151434812
12901,E_DU_RM_CL_16,E_16_63,Metal,2400,"-34.88076859370878,-56.04368132148735",27.3679664093753,25.0553612737
12902,E_DU_RM_CL_16,E_16_76,Metal,2400,"-34.880230168173384,-56.04763537312785",40.8410655990605,16.7898235674
12904,E_DU_RM_CL_16,E_16_23,Metal,2400,"-34.87027956750016,-56.04849745374033",19.1403837412797,35.8255244505
12905,E_DU_RM_CL_16,E_16_50,Volúmen,0,"-34.87769628218581,-56.04032774664933",63.2545763862629,1
12906,E_DU_RM_CL_16,E_16_96,Metal,2400,"-34.882553033367394,-56.04723708814961",34.063567732908,20.1304305847
12907,E_DU_RM_CL_11,E_11_25,Metal,2400,"-34.86992716688168,-56.06887764401269",18.500105963637,37.0654247636
12908,E_DU_RM_CL_11,E_11_31,Metal,2400,"-34.87640843409379,-56.067425896786624",50.3097949615555,13.6298366201
12911,E_DU_RM_CL_11,E_11_29,Metal,2400,"-34.87413805598742,-56.06768130823123",45.2553164388995,15.1521266378
12912,E_DU_RM_CL_11,E_11_98,Plastico,3200,"-34.87062847414409,-56.054591730263176",144.512207581433,6.3267022876
12914,E_DU_RM_CL_11,E_11_108,Metal,2400,"-34.87260855921756,-56.05180092593511",75.6097401517869,9.0691263366
